#Iteration	Date	Time	Chirp	Phase	RamanAxis	RTPhase	NFringe	Ratio
1	02/09/2022	14:43:19.035	0.00000000E+0	-3.14159265E+1	5.00000000E+0	3.31531598E+0	-6.30000000E+2	2.72525192E-1
2	02/09/2022	14:43:20.519	0.00000000E+0	-3.12065382E+1	5.00000000E+0	5.64466580E+0	-6.31000000E+2	2.83232989E-1
3	02/09/2022	14:43:21.908	0.00000000E+0	-3.09971498E+1	5.00000000E+0	2.09388378E+0	-6.30000000E+2	2.96103850E-1
4	02/09/2022	14:43:23.311	0.00000000E+0	-3.07877614E+1	5.00000000E+0	4.25296173E+0	-6.31000000E+2	3.22023854E-1
5	02/09/2022	14:43:24.907	0.00000000E+0	-3.05779895E+1	5.00000000E+0	5.12541331E+0	-6.31000000E+2	3.58833060E-1
6	02/09/2022	14:43:26.301	0.00000000E+0	-3.03686012E+1	5.00000000E+0	5.91502992E+0	-6.30000000E+2	3.70418853E-1
7	02/09/2022	14:43:27.753	0.00000000E+0	-3.01592128E+1	5.00000000E+0	5.40229684E+0	-6.30000000E+2	4.18864850E-1
8	02/09/2022	14:43:29.133	0.00000000E+0	-2.99498244E+1	5.00000000E+0	4.58813654E+0	-6.30000000E+2	4.49717884E-1
9	02/09/2022	14:43:30.515	0.00000000E+0	-2.97404360E+1	5.00000000E+0	5.57256871E+0	-6.31000000E+2	5.01043323E-1
10	02/09/2022	14:43:31.990	0.00000000E+0	-2.95310476E+1	5.00000000E+0	1.54625263E+0	-6.30000000E+2	5.37134507E-1
11	02/09/2022	14:43:33.384	0.00000000E+0	-2.93216593E+1	5.00000000E+0	2.79184503E-1	-6.30000000E+2	5.53851913E-1
12	02/09/2022	14:43:34.849	0.00000000E+0	-2.91122709E+1	5.00000000E+0	4.79215598E+0	-6.31000000E+2	5.91015464E-1
13	02/09/2022	14:43:36.371	0.00000000E+0	-2.89024990E+1	5.00000000E+0	2.61160229E+0	-6.30000000E+2	6.07276173E-1
14	02/09/2022	14:43:37.737	0.00000000E+0	-2.86931106E+1	5.00000000E+0	6.72267080E-1	-6.30000000E+2	6.23074131E-1
15	02/09/2022	14:43:39.231	0.00000000E+0	-2.84837223E+1	5.00000000E+0	3.97492772E+0	-6.31000000E+2	6.27774212E-1
16	02/09/2022	14:43:40.628	0.00000000E+0	-2.82743339E+1	5.00000000E+0	4.99617543E+0	-6.30000000E+2	6.29870262E-1
17	02/09/2022	14:43:42.020	0.00000000E+0	-2.80649455E+1	5.00000000E+0	4.74920452E+0	-6.31000000E+2	6.14894943E-1
