#Iteration	Date	Time	Chirp	Phase	RamanAxis	RatioMean	RatioStdDev
1	02/09/2022	16:42:14.893	0.00000000E+0	-3.14159265E+1	5.00000000E+0	4.48170553E-1	0.00000000E+0
2	02/09/2022	16:42:16.401	0.00000000E+0	-3.12065382E+1	5.00000000E+0	4.51773895E-1	0.00000000E+0
3	02/09/2022	16:42:17.779	0.00000000E+0	-3.09971498E+1	5.00000000E+0	4.52003394E-1	0.00000000E+0
4	02/09/2022	16:42:19.353	0.00000000E+0	-3.07877614E+1	5.00000000E+0	4.54716352E-1	0.00000000E+0
5	02/09/2022	16:42:20.761	0.00000000E+0	-3.05779895E+1	5.00000000E+0	4.60874046E-1	0.00000000E+0
6	02/09/2022	16:42:22.136	0.00000000E+0	-3.03686012E+1	5.00000000E+0	4.48676258E-1	0.00000000E+0
7	02/09/2022	16:42:23.612	0.00000000E+0	-3.01592128E+1	5.00000000E+0	4.56265166E-1	0.00000000E+0
8	02/09/2022	16:42:24.994	0.00000000E+0	-2.99498244E+1	5.00000000E+0	4.61258677E-1	0.00000000E+0
9	02/09/2022	16:42:26.433	0.00000000E+0	-2.97404360E+1	5.00000000E+0	4.59216878E-1	0.00000000E+0
10	02/09/2022	16:42:27.958	0.00000000E+0	-2.95310476E+1	5.00000000E+0	4.52727088E-1	0.00000000E+0
11	02/09/2022	16:42:29.341	0.00000000E+0	-2.93216593E+1	5.00000000E+0	4.53192605E-1	0.00000000E+0
12	02/09/2022	16:42:30.839	0.00000000E+0	-2.91122709E+1	5.00000000E+0	4.57216889E-1	0.00000000E+0
13	02/09/2022	16:42:32.233	0.00000000E+0	-2.89024990E+1	5.00000000E+0	4.49760052E-1	0.00000000E+0
14	02/09/2022	16:42:33.626	0.00000000E+0	-2.86931106E+1	5.00000000E+0	4.53045086E-1	0.00000000E+0
15	02/09/2022	16:42:35.098	0.00000000E+0	-2.84837223E+1	5.00000000E+0	4.47383430E-1	0.00000000E+0
16	02/09/2022	16:42:36.481	0.00000000E+0	-2.82743339E+1	5.00000000E+0	4.39844598E-1	0.00000000E+0
17	02/09/2022	16:42:37.997	0.00000000E+0	-2.80649455E+1	5.00000000E+0	4.34617384E-1	0.00000000E+0
