#Iteration	Date	Time	STSX	STSY	RotationRateX	RotationRateY	FrCntX	FrCntY	TiptiltCmd1	TiptiltCmd2	TiptiltMonitor1	TiptiltMonitor2
1	10/05/2023	13:35:01.104	0.00000E+0	0.00000E+0	-1.65726E-1	-4.28763E-2	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95178E+1	1.35014E+1
2	10/05/2023	13:35:02.591	0.00000E+0	0.00000E+0	-3.36612E-1	-9.79695E-2	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95209E+1	1.35007E+1
3	10/05/2023	13:35:04.113	0.00000E+0	0.00000E+0	5.69261E+0	8.27657E+0	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95181E+1	1.34990E+1
4	10/05/2023	13:35:05.575	0.00000E+0	0.00000E+0	3.65659E+1	3.66846E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95186E+1	1.34993E+1
5	10/05/2023	13:35:07.016	0.00000E+0	0.00000E+0	2.97609E+1	3.03069E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95197E+1	1.34978E+1
6	10/05/2023	13:35:08.588	0.00000E+0	0.00000E+0	3.82406E+1	3.81117E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95176E+1	1.34984E+1
7	10/05/2023	13:35:10.075	0.00000E+0	0.00000E+0	3.57298E+1	3.66468E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95194E+1	1.35008E+1
8	10/05/2023	13:35:11.564	0.00000E+0	0.00000E+0	2.18838E+1	2.11333E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95185E+1	1.34993E+1
9	10/05/2023	13:35:13.026	0.00000E+0	0.00000E+0	1.49071E+1	1.44771E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95177E+1	1.35006E+1
10	10/05/2023	13:35:14.491	0.00000E+0	0.00000E+0	-5.96145E+0	-9.85522E+0	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95193E+1	1.34994E+1
11	10/05/2023	13:35:16.155	0.00000E+0	0.00000E+0	-3.01232E+1	-3.08608E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95194E+1	1.35002E+1
12	10/05/2023	13:35:17.621	0.00000E+0	0.00000E+0	-5.22313E+1	-5.65150E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95180E+1	1.34987E+1
13	10/05/2023	13:35:19.223	0.00000E+0	0.00000E+0	-3.60582E+1	-3.75441E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95182E+1	1.35011E+1
14	10/05/2023	13:35:20.729	0.00000E+0	0.00000E+0	-4.38001E+1	-4.80585E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95181E+1	1.34982E+1
15	10/05/2023	13:35:22.246	0.00000E+0	0.00000E+0	-1.96642E+1	-2.10833E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95190E+1	1.34970E+1
16	10/05/2023	13:35:23.774	0.00000E+0	0.00000E+0	-2.37490E+1	-2.47048E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95199E+1	1.35027E+1
17	10/05/2023	13:35:25.243	0.00000E+0	0.00000E+0	-3.21966E+0	3.79492E+0	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95229E+1	1.34997E+1
18	10/05/2023	13:35:26.707	0.00000E+0	0.00000E+0	4.00386E+1	3.83628E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95192E+1	1.35000E+1
19	10/05/2023	13:35:28.333	0.00000E+0	0.00000E+0	3.42791E+1	3.30117E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95202E+1	1.34995E+1
20	10/05/2023	13:35:29.825	0.00000E+0	0.00000E+0	3.09830E+1	3.41430E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95222E+1	1.35010E+1
21	10/05/2023	13:35:31.358	0.00000E+0	0.00000E+0	2.43666E+1	2.58597E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95201E+1	1.34999E+1
22	10/05/2023	13:35:32.821	0.00000E+0	0.00000E+0	2.07322E+1	2.14177E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95202E+1	1.35006E+1
23	10/05/2023	13:35:34.324	0.00000E+0	0.00000E+0	3.36275E+1	3.56786E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95208E+1	1.35013E+1
24	10/05/2023	13:35:36.029	0.00000E+0	0.00000E+0	2.63906E+1	2.78337E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95183E+1	1.34975E+1
25	10/05/2023	13:35:37.523	0.00000E+0	0.00000E+0	2.49961E+1	2.54970E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95197E+1	1.35030E+1
26	10/05/2023	13:35:38.988	0.00000E+0	0.00000E+0	-2.48794E+1	-2.51462E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95201E+1	1.35021E+1
27	10/05/2023	13:35:40.441	0.00000E+0	0.00000E+0	-3.54374E+1	-3.77870E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95210E+1	1.35000E+1
28	10/05/2023	13:35:41.918	0.00000E+0	0.00000E+0	-4.66735E+1	-4.92057E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95178E+1	1.34988E+1
29	10/05/2023	13:35:43.493	0.00000E+0	0.00000E+0	-3.21786E+1	-3.17615E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95202E+1	1.35007E+1
30	10/05/2023	13:35:44.983	0.00000E+0	0.00000E+0	-1.92795E+1	-2.06319E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95210E+1	1.35006E+1
31	10/05/2023	13:35:46.420	0.00000E+0	0.00000E+0	-3.80411E+1	-3.75620E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95201E+1	1.35014E+1
32	10/05/2023	13:35:48.004	0.00000E+0	0.00000E+0	-3.45459E+1	-3.22905E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95209E+1	1.35004E+1
33	10/05/2023	13:35:49.501	0.00000E+0	0.00000E+0	-3.92671E+1	-3.83136E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95191E+1	1.34981E+1
34	10/05/2023	13:35:50.983	0.00000E+0	0.00000E+0	2.41622E+1	2.59861E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95217E+1	1.34995E+1
35	10/05/2023	13:35:52.458	0.00000E+0	0.00000E+0	3.09929E+1	3.15733E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95217E+1	1.35009E+1
36	10/05/2023	13:35:53.923	0.00000E+0	0.00000E+0	1.47692E+1	1.41106E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95200E+1	1.35013E+1
37	10/05/2023	13:35:55.524	0.00000E+0	0.00000E+0	1.84418E+1	1.58775E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95211E+1	1.34999E+1
38	10/05/2023	13:35:57.014	0.00000E+0	0.00000E+0	4.12287E+1	4.29045E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95216E+1	1.35000E+1
39	10/05/2023	13:35:58.486	0.00000E+0	0.00000E+0	4.29463E+1	4.42679E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95190E+1	1.34988E+1
40	10/05/2023	13:36:00.035	0.00000E+0	0.00000E+0	5.00483E+1	5.09593E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95174E+1	1.34989E+1
41	10/05/2023	13:36:01.510	0.00000E+0	0.00000E+0	3.33219E+1	3.40483E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95197E+1	1.35012E+1
42	10/05/2023	13:36:03.112	0.00000E+0	0.00000E+0	-1.78154E+0	-4.42112E+0	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95200E+1	1.34972E+1
43	10/05/2023	13:36:04.620	0.00000E+0	0.00000E+0	-2.31102E+1	-2.33162E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95199E+1	1.34971E+1
44	10/05/2023	13:36:06.089	0.00000E+0	0.00000E+0	-3.02745E+1	-3.03357E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95173E+1	1.35006E+1
45	10/05/2023	13:36:07.662	0.00000E+0	0.00000E+0	-5.76773E+1	-5.91227E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95224E+1	1.34999E+1
46	10/05/2023	13:36:09.140	0.00000E+0	0.00000E+0	-4.94799E+1	-4.98328E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95199E+1	1.35002E+1
47	10/05/2023	13:36:10.705	0.00000E+0	0.00000E+0	-2.76212E+1	-2.83846E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95234E+1	1.35000E+1
48	10/05/2023	13:36:12.166	0.00000E+0	0.00000E+0	-3.87284E+1	-3.58233E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95187E+1	1.35004E+1
49	10/05/2023	13:36:13.682	0.00000E+0	0.00000E+0	-3.48552E+1	-3.44830E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95195E+1	1.35015E+1
50	10/05/2023	13:36:15.261	0.00000E+0	0.00000E+0	1.63975E+1	1.61042E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95184E+1	1.35009E+1
51	10/05/2023	13:36:16.731	0.00000E+0	0.00000E+0	3.16463E+1	3.09582E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95195E+1	1.34972E+1
52	10/05/2023	13:36:18.195	0.00000E+0	0.00000E+0	3.52550E+1	3.50709E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95199E+1	1.35013E+1
53	10/05/2023	13:36:19.785	0.00000E+0	0.00000E+0	4.91754E+1	4.81723E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95200E+1	1.34979E+1
54	10/05/2023	13:36:21.312	0.00000E+0	0.00000E+0	1.89314E+1	1.91906E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95195E+1	1.35002E+1
55	10/05/2023	13:36:22.854	0.00000E+0	0.00000E+0	4.66615E+1	5.06149E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95198E+1	1.34997E+1
56	10/05/2023	13:36:24.327	0.00000E+0	0.00000E+0	3.34698E+1	3.15192E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95184E+1	1.35003E+1
57	10/05/2023	13:36:25.811	0.00000E+0	0.00000E+0	-3.22823E+1	-3.80339E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95194E+1	1.35000E+1
58	10/05/2023	13:36:27.361	0.00000E+0	0.00000E+0	-8.29846E+1	-8.84589E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95198E+1	1.35012E+1
59	10/05/2023	13:36:28.833	0.00000E+0	0.00000E+0	-5.27076E+1	-5.47551E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95187E+1	1.34984E+1
60	10/05/2023	13:36:30.353	0.00000E+0	0.00000E+0	-3.64736E+1	-3.69574E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95221E+1	1.34998E+1
61	10/05/2023	13:36:31.778	0.00000E+0	0.00000E+0	-3.66715E+1	-3.84183E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95191E+1	1.34985E+1
62	10/05/2023	13:36:33.319	0.00000E+0	0.00000E+0	2.37889E+1	2.58911E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95195E+1	1.35003E+1
63	10/05/2023	13:36:34.778	0.00000E+0	0.00000E+0	3.06767E+1	3.29908E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95197E+1	1.35000E+1
64	10/05/2023	13:36:36.273	0.00000E+0	0.00000E+0	4.53567E+1	4.60748E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95176E+1	1.35018E+1
65	10/05/2023	13:36:37.776	0.00000E+0	0.00000E+0	5.29145E+1	5.44781E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95200E+1	1.35024E+1
66	10/05/2023	13:36:39.379	0.00000E+0	0.00000E+0	5.90881E+1	6.21884E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95209E+1	1.34996E+1
67	10/05/2023	13:36:40.849	0.00000E+0	0.00000E+0	4.69482E+1	4.76614E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95215E+1	1.35021E+1
68	10/05/2023	13:36:42.352	0.00000E+0	0.00000E+0	-4.41087E+1	-4.62953E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95175E+1	1.34992E+1
69	10/05/2023	13:36:43.825	0.00000E+0	0.00000E+0	-4.81465E+1	-4.84771E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95198E+1	1.34998E+1
70	10/05/2023	13:36:45.365	0.00000E+0	0.00000E+0	-4.10004E+1	-4.13220E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95196E+1	1.35013E+1
71	10/05/2023	13:36:46.934	0.00000E+0	0.00000E+0	-5.09463E+1	-5.16710E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95189E+1	1.35005E+1
72	10/05/2023	13:36:48.428	0.00000E+0	0.00000E+0	-3.06630E+1	-3.26085E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95214E+1	1.35000E+1
73	10/05/2023	13:36:49.932	0.00000E+0	0.00000E+0	-4.93908E+1	-5.04376E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95202E+1	1.35010E+1
74	10/05/2023	13:36:51.481	0.00000E+0	0.00000E+0	5.39628E+1	5.30011E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95206E+1	1.34980E+1
75	10/05/2023	13:36:53.008	0.00000E+0	0.00000E+0	4.61946E+1	4.25224E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95188E+1	1.34998E+1
76	10/05/2023	13:36:54.503	0.00000E+0	0.00000E+0	5.41034E+1	5.46348E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95206E+1	1.34983E+1
77	10/05/2023	13:36:55.969	0.00000E+0	0.00000E+0	4.32389E+1	4.29696E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95226E+1	1.34969E+1
78	10/05/2023	13:36:57.463	0.00000E+0	0.00000E+0	4.66720E+1	4.87158E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95222E+1	1.34998E+1
79	10/05/2023	13:36:59.040	0.00000E+0	0.00000E+0	-9.66334E+0	-1.17220E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95191E+1	1.34974E+1
80	10/05/2023	13:37:00.527	0.00000E+0	0.00000E+0	-6.47850E+1	-6.50244E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95210E+1	1.35026E+1
81	10/05/2023	13:37:02.003	0.00000E+0	0.00000E+0	-5.85959E+1	-5.81503E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95204E+1	1.34984E+1
82	10/05/2023	13:37:03.515	0.00000E+0	0.00000E+0	-5.25698E+1	-5.47715E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95188E+1	1.34990E+1
83	10/05/2023	13:37:04.996	0.00000E+0	0.00000E+0	-6.81260E+1	-6.76965E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95210E+1	1.35024E+1
84	10/05/2023	13:37:06.543	0.00000E+0	0.00000E+0	6.82410E+0	1.24192E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95202E+1	1.35012E+1
85	10/05/2023	13:37:08.020	0.00000E+0	0.00000E+0	5.01844E+1	4.65414E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95209E+1	1.35024E+1
86	10/05/2023	13:37:09.492	0.00000E+0	0.00000E+0	2.79809E+1	2.69391E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95192E+1	1.35001E+1
87	10/05/2023	13:37:11.080	0.00000E+0	0.00000E+0	4.94361E+1	5.08802E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95203E+1	1.35021E+1
88	10/05/2023	13:37:12.590	0.00000E+0	0.00000E+0	4.84325E+1	5.03321E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95199E+1	1.34970E+1
89	10/05/2023	13:37:14.048	0.00000E+0	0.00000E+0	5.79490E+1	5.84113E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95183E+1	1.35006E+1
90	10/05/2023	13:37:15.564	0.00000E+0	0.00000E+0	-2.79174E+1	-3.07307E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95207E+1	1.35018E+1
91	10/05/2023	13:37:17.026	0.00000E+0	0.00000E+0	-6.84619E+1	-7.02899E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95201E+1	1.35006E+1
92	10/05/2023	13:37:18.602	0.00000E+0	0.00000E+0	-5.34450E+1	-5.52083E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95191E+1	1.34998E+1
93	10/05/2023	13:37:20.036	0.00000E+0	0.00000E+0	-5.74299E+1	-5.83367E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95200E+1	1.35013E+1
94	10/05/2023	13:37:21.525	0.00000E+0	0.00000E+0	-4.98547E+1	-5.02025E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95186E+1	1.35008E+1
95	10/05/2023	13:37:23.105	0.00000E+0	0.00000E+0	2.77067E+1	2.86103E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95200E+1	1.35001E+1
96	10/05/2023	13:37:24.656	0.00000E+0	0.00000E+0	5.32408E+1	5.39844E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95191E+1	1.34987E+1
97	10/05/2023	13:37:26.206	0.00000E+0	0.00000E+0	6.97315E+1	7.29794E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95211E+1	1.34997E+1
98	10/05/2023	13:37:27.668	0.00000E+0	0.00000E+0	5.71014E+1	5.76000E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95191E+1	1.35011E+1
99	10/05/2023	13:37:29.148	0.00000E+0	0.00000E+0	5.22399E+1	5.22091E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95179E+1	1.34984E+1
100	10/05/2023	13:37:30.705	0.00000E+0	0.00000E+0	-4.94114E+1	-4.97599E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95197E+1	1.35007E+1
101	10/05/2023	13:37:32.191	0.00000E+0	0.00000E+0	-6.52023E+1	-6.62690E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95201E+1	1.35028E+1
102	10/05/2023	13:37:33.713	0.00000E+0	0.00000E+0	-5.96323E+1	-6.07887E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95189E+1	1.34986E+1
103	10/05/2023	13:37:35.200	0.00000E+0	0.00000E+0	-5.53563E+1	-5.67560E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95207E+1	1.35005E+1
104	10/05/2023	13:37:36.686	0.00000E+0	0.00000E+0	-1.51401E+1	-8.04097E+0	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95205E+1	1.35002E+1
105	10/05/2023	13:37:38.275	0.00000E+0	0.00000E+0	5.45578E+1	5.41976E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95204E+1	1.34989E+1
106	10/05/2023	13:37:39.776	0.00000E+0	0.00000E+0	4.29103E+1	4.37260E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95188E+1	1.34971E+1
107	10/05/2023	13:37:41.251	0.00000E+0	0.00000E+0	4.50774E+1	4.49390E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95190E+1	1.34992E+1
108	10/05/2023	13:37:42.824	0.00000E+0	0.00000E+0	6.05980E+1	6.12070E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95178E+1	1.34985E+1
109	10/05/2023	13:37:44.295	0.00000E+0	0.00000E+0	4.38894E+1	4.15255E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95225E+1	1.34984E+1
110	10/05/2023	13:37:45.805	0.00000E+0	0.00000E+0	-8.76041E+1	-9.27530E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95185E+1	1.34993E+1
111	10/05/2023	13:37:47.268	0.00000E+0	0.00000E+0	-8.07077E+1	-8.36287E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95217E+1	1.34980E+1
112	10/05/2023	13:37:48.727	0.00000E+0	0.00000E+0	-7.19304E+1	-7.15340E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95221E+1	1.34980E+1
113	10/05/2023	13:37:50.367	0.00000E+0	0.00000E+0	-3.94340E+1	-4.20677E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95204E+1	1.35030E+1
114	10/05/2023	13:37:51.843	0.00000E+0	0.00000E+0	-1.28233E-1	3.75656E+0	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95221E+1	1.35002E+1
115	10/05/2023	13:37:53.339	0.00000E+0	0.00000E+0	4.80738E+1	4.72662E+1	0.00000E+0	0.00000E+0	1.95200E+1	1.35000E+1	1.95200E+1	1.34998E+1
