#Iteration	Date	Time	Chirp	Phase	RamanAxis	RTPhase	NFringe	Ratio
1	12/06/2023	17:56:02.483	0.00000000E+0	-1.56922630E+3	5.00000000E+0	2.24229642E+0	-2.51900000E+3	4.86483900E-1
2	12/06/2023	17:56:04.335	0.00000000E+0	-1.56294311E+3	5.00000000E+0	5.26538905E-1	-2.51800000E+3	5.01863535E-1
3	12/06/2023	17:56:06.225	0.00000000E+0	-1.55665993E+3	5.00000000E+0	5.28264634E+0	-2.51600000E+3	4.59875517E-1
4	12/06/2023	17:56:08.065	0.00000000E+0	-1.55037674E+3	5.00000000E+0	4.78065113E+0	-2.51700000E+3	4.60371617E-1
5	12/06/2023	17:56:10.098	0.00000000E+0	-1.54409356E+3	5.00000000E+0	1.45689825E+0	-2.52000000E+3	4.59104518E-1
6	12/06/2023	17:56:12.157	0.00000000E+0	-1.53781037E+3	5.00000000E+0	4.48344235E+0	-2.50900000E+3	6.38503821E-1
7	12/06/2023	17:56:14.160	0.00000000E+0	-1.53152719E+3	5.00000000E+0	4.20425784E+0	-2.46300000E+3	6.22834749E-1
8	12/06/2023	17:56:16.349	0.00000000E+0	-1.52524400E+3	5.00000000E+0	2.76001493E+0	-2.42400000E+3	3.67701579E-1
9	12/06/2023	17:56:18.331	0.00000000E+0	-1.51896082E+3	5.00000000E+0	3.78049565E+0	-2.44600000E+3	3.12931952E-1
10	12/06/2023	17:56:20.230	0.00000000E+0	-1.51267763E+3	5.00000000E+0	5.42492306E+0	-2.51300000E+3	6.20425333E-1
11	12/06/2023	17:56:22.053	0.00000000E+0	-1.50639444E+3	5.00000000E+0	6.15586490E+0	-2.50800000E+3	6.42490789E-1
12	12/06/2023	17:56:23.947	0.00000000E+0	-1.50011126E+3	5.00000000E+0	5.56950075E+0	-2.39200000E+3	4.20622488E-1
13	12/06/2023	17:56:25.837	0.00000000E+0	-1.49382807E+3	5.00000000E+0	4.06313161E+0	-2.35900000E+3	3.30810687E-1
14	12/06/2023	17:56:27.577	0.00000000E+0	-1.48754489E+3	5.00000000E+0	1.14243219E+0	-2.51200000E+3	5.52051348E-1
15	12/06/2023	17:56:29.445	0.00000000E+0	-1.48126170E+3	5.00000000E+0	6.13515616E+0	-2.52100000E+3	5.97765069E-1
